,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,time
320,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,193.0
321,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,193.5
322,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,194.0
323,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,194.5
324,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,195.0
325,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,195.5
326,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,196.0
327,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,196.5
328,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,197.0
329,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,197.5
330,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,198.0
331,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,198.5
332,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,199.0
333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,199.5
334,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,200.0
335,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,200.5
336,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,201.0
337,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,201.5
338,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,202.0
339,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,202.5
340,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,203.0
341,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,203.5
342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,204.0
